java -jar RankLib-2.1-patched.jar -train MSLR-WEB10K/Fold2/train.txt -ranker 6 -test MSLR-WEB10K/Fold2/test.txt -validate MSLR-WEB10K/Fold2/vali.txt -metric2t NDCG@10 -tc 10 -round 100

[+] General Parameters:
Training data:	MSLR-WEB10K/Fold2/train.txt
Test data:	MSLR-WEB10K/Fold2/test.txt
Validation data:	MSLR-WEB10K/Fold2/vali.txt
Feature vector representation: Dense.
Ranking method:	LambdaMART
Feature description file:	Unspecified. All features will be used.
Train metric:	NDCG@10
Test metric:	NDCG@10
Feature normalization: No

[+] LambdaMART's Parameters:
No. of trees: 1000
No. of leaves: 10
No. of threshold candidates: 10
Learning rate: 0.1
Stop early: 100 rounds without performance gain on validation data

Reading feature file [MSLR-WEB10K/Fold2/train.txt]... [Done.]            
(6000 ranked lists, 716683 entries read)
Reading feature file [MSLR-WEB10K/Fold2/vali.txt]... [Done.]            
(2000 ranked lists, 241521 entries read)
Reading feature file [MSLR-WEB10K/Fold2/test.txt]... [Done.]            
(2000 ranked lists, 241988 entries read)
Initializing... [Done]
---------------------------------
Training starts...
---------------------------------
#iter   | NDCG@10-T | NDCG@10-V | 
---------------------------------
299     | 0.4364    | 0.4255    | 
300     | 0.4365    | 0.4258    | 
301     | 0.4365    | 0.4259    | 
302     | 0.4366    | 0.4258    | 
303     | 0.4365    | 0.4259    | 
304     | 0.4366    | 0.4261    | 
305     | 0.4366    | 0.4261    | 
306     | 0.4367    | 0.4261    | 
307     | 0.4366    | 0.4261    | 
308     | 0.4367    | 0.4258    | 
309     | 0.4367    | 0.426     | 
310     | 0.4369    | 0.4258    | 
311     | 0.4369    | 0.4261    | 
312     | 0.4369    | 0.4261    | 
313     | 0.437     | 0.4262    | 
314     | 0.4369    | 0.4261    | 
315     | 0.4369    | 0.4261    | 
316     | 0.4371    | 0.4262    | 
317     | 0.4371    | 0.4263    | 
318     | 0.437     | 0.4264    | 
319     | 0.437     | 0.4263    | 
320     | 0.437     | 0.4265    | 
321     | 0.4371    | 0.4267    | 
322     | 0.4371    | 0.4267    | 
323     | 0.4371    | 0.4269    | 
324     | 0.4372    | 0.4269    | 
325     | 0.4372    | 0.4268    | 
326     | 0.4372    | 0.4269    | 
327     | 0.4372    | 0.4272    | 
328     | 0.4373    | 0.4272    | 
329     | 0.4372    | 0.4273    | 
330     | 0.4372    | 0.4274    | 
331     | 0.4373    | 0.4272    | 
332     | 0.4373    | 0.4271    | 
333     | 0.4374    | 0.4273    | 
334     | 0.4375    | 0.4272    | 
335     | 0.4375    | 0.4272    | 
336     | 0.4375    | 0.4271    | 
337     | 0.4377    | 0.4274    | 
338     | 0.4379    | 0.4273    | 
339     | 0.438     | 0.4274    | 
340     | 0.4381    | 0.4275    | 
341     | 0.4381    | 0.4276    | 
342     | 0.4381    | 0.4274    | 
343     | 0.438     | 0.4272    | 
344     | 0.438     | 0.4272    | 
345     | 0.438     | 0.4271    | 
346     | 0.438     | 0.4273    | 
347     | 0.4381    | 0.4272    | 
348     | 0.4381    | 0.4271    | 
349     | 0.4383    | 0.4272    | 
350     | 0.4384    | 0.4271    | 
351     | 0.4384    | 0.4272    | 
352     | 0.4385    | 0.4271    | 
353     | 0.4387    | 0.4273    | 
354     | 0.4386    | 0.4273    | 
355     | 0.4387    | 0.4274    | 
356     | 0.4388    | 0.4274    | 
357     | 0.4388    | 0.4273    | 
358     | 0.4387    | 0.4275    | 
359     | 0.4387    | 0.4276    | 
360     | 0.4387    | 0.4274    | 
361     | 0.4388    | 0.4272    | 
362     | 0.4389    | 0.4273    | 
363     | 0.4389    | 0.4273    | 
364     | 0.4389    | 0.4273    | 
365     | 0.4389    | 0.4272    | 
366     | 0.4389    | 0.4273    | 
367     | 0.439     | 0.4276    | 
368     | 0.439     | 0.4274    | 
369     | 0.4391    | 0.4276    | 
370     | 0.439     | 0.4273    | 
371     | 0.4389    | 0.4274    | 
372     | 0.4389    | 0.4276    | 
373     | 0.439     | 0.4275    | 
374     | 0.439     | 0.4277    | 
375     | 0.4391    | 0.428     | 
376     | 0.4392    | 0.4281    | 
377     | 0.4392    | 0.4277    | 
378     | 0.4393    | 0.4276    | 
379     | 0.4393    | 0.4274    | 
380     | 0.4393    | 0.4274    | 
381     | 0.4393    | 0.4274    | 
382     | 0.4395    | 0.4274    | 
383     | 0.4394    | 0.4273    | 
384     | 0.4395    | 0.4273    | 
385     | 0.4395    | 0.4274    | 
386     | 0.4396    | 0.4272    | 
387     | 0.4398    | 0.4273    | 
388     | 0.4397    | 0.4273    | 
389     | 0.4396    | 0.4274    | 
390     | 0.4396    | 0.4274    | 
391     | 0.4398    | 0.4273    | 
392     | 0.4398    | 0.4271    | 
393     | 0.4398    | 0.4271    | 
394     | 0.4399    | 0.4272    | 
395     | 0.4399    | 0.4272    | 
396     | 0.4399    | 0.4272    | 
397     | 0.4399    | 0.4271    | 
398     | 0.4399    | 0.4271    | 
399     | 0.4399    | 0.4275    | 
400     | 0.4399    | 0.4274    | 
401     | 0.4398    | 0.4272    | 
402     | 0.4399    | 0.427     | 
403     | 0.4401    | 0.4271    | 
404     | 0.4401    | 0.4272    | 
405     | 0.4402    | 0.4275    | 
406     | 0.4402    | 0.4274    | 
407     | 0.4402    | 0.4276    | 
408     | 0.4402    | 0.4277    | 
409     | 0.4403    | 0.4277    | 
410     | 0.4404    | 0.4277    | 
411     | 0.4405    | 0.4276    | 
412     | 0.4404    | 0.4276    | 
413     | 0.4405    | 0.4273    | 
414     | 0.4405    | 0.4275    | 
415     | 0.4405    | 0.4275    | 
416     | 0.4405    | 0.4275    | 
417     | 0.4407    | 0.4277    | 
418     | 0.4407    | 0.4276    | 
419     | 0.4406    | 0.4275    | 
420     | 0.4405    | 0.4275    | 
421     | 0.4405    | 0.4275    | 
422     | 0.4406    | 0.4276    | 
423     | 0.4406    | 0.4274    | 
424     | 0.4405    | 0.4275    | 
425     | 0.4405    | 0.4277    | 
426     | 0.4403    | 0.4276    | 
427     | 0.4403    | 0.4275    | 
428     | 0.4403    | 0.4273    | 
429     | 0.4403    | 0.4271    | 
430     | 0.4404    | 0.4271    | 
431     | 0.4404    | 0.427     | 
432     | 0.4404    | 0.4272    | 
433     | 0.4406    | 0.4272    | 
434     | 0.4406    | 0.4269    | 
435     | 0.4406    | 0.4271    | 
436     | 0.4406    | 0.4272    | 
437     | 0.4407    | 0.4274    | 
438     | 0.4407    | 0.4272    | 
439     | 0.4406    | 0.4274    | 
440     | 0.4406    | 0.4273    | 
441     | 0.4407    | 0.4274    | 
442     | 0.4407    | 0.4273    | 
443     | 0.4407    | 0.4272    | 
444     | 0.4407    | 0.4272    | 
445     | 0.4408    | 0.4273    | 
446     | 0.4407    | 0.4272    | 
447     | 0.4407    | 0.4273    | 
448     | 0.4407    | 0.4274    | 
449     | 0.4407    | 0.4274    | 
450     | 0.4408    | 0.4275    | 
451     | 0.4409    | 0.4275    | 
452     | 0.4411    | 0.4275    | 
453     | 0.4413    | 0.4273    | 
454     | 0.4414    | 0.4274    | 
455     | 0.4416    | 0.4272    | 
456     | 0.4415    | 0.4273    | 
457     | 0.4415    | 0.4271    | 
458     | 0.4415    | 0.4274    | 
459     | 0.4416    | 0.4273    | 
460     | 0.4415    | 0.4271    | 
